1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; ; 0.00328813
-0; -0; -0; -0; -0; -0; -0; -0; -0; -0; -0; -0; -0; -0; -0; -0; -0; -0; -0; -0; ; 0.00328813
